订单号,订单重量(t),坯料钢种,订单直径(mm),订单定尺(mm),所有密度为9.86 g/cm^3
A20261323,40.794,C60,26.50 ,6400,
A20261324,71.586,C60,26.50 ,6400,
A20261325,59.730,C60,26.50 ,6400,
A20261326,59.726,C60,26.50 ,6400,
A20261327,90.554,C60,26.50 ,6400,
A20261328,74.734,C60,26.50 ,4900,
A20261329,82.310,C60,26.50 ,4900,
A20261330,46.568,C60,26.50 ,6400,
A20261331,63.823,C60,26.50 ,4900,
A20261332,31.160,C60,26.50 ,4900,
A20261333,45.360,C60,26.50 ,4900,
A20261334,46.558,C60,26.50 ,4900,
A20261335,27.280,C60,26.50 ,4900,
A20261336,45.564,C60,26.50 ,4900,
A20261337,83.390,C60,26.50 ,6400,
A20261338,84.831,C60,26.50 ,7750,
A20261339,112.135,C60,26.50 ,7750,
A20261340,56.925,C60,26.50 ,7750,
A20261341,150.100,C60,26.50 ,7750,
A20261342,150.110,C60,26.50 ,7750,
A20261343,150.150,C60,26.50 ,7750,
A20261344,150.120,C60,26.50 ,7750,
A20261345,150.090,C60,26.50 ,7750,
A20261346,46.134,C60,26.50 ,4900,
A20261347,81.000,C60,26.50 ,4900,
A20261348,33.378,C60,26.50 ,4900,
A20261349,56.634,C60,26.50 ,7000,
A20261350,39.186,C60,26.50 ,5900,
A20261351,39.180,C60,26.50 ,4400,
A20261352,33.146,C60,26.50 ,7000,
A20261353,33.164,C60,26.50 ,7000,
A20261354,63.130,C60,26.50 ,5900,
A20261355,33.200,C60,26.50 ,7000,
A20261356,33.174,C60,26.50 ,7000,
A20261357,93.220,C60,26.50 ,7000,
A20261358,51.266,C60,26.50 ,7000,
A20261359,33.220,C60,26.50 ,7000,
A20261360,63.206,C60,26.50 ,7000,
A20261361,63.274,C60,26.50 ,5900,
A20261362,33.186,C60,26.50 ,5900,
A20261363,45.194,C60,26.50 ,5900,
A20261364,33.200,C60,26.50 ,5900,
A20261365,104.740,C60,26.50 ,5900,
A20261366,84.814,C60,26.50 ,8050,
A20261367,62.369,C60,26.50 ,8050,
A20261368,28.746,C60,26.50 ,5900,
A20261369,45.920,C60,26.50 ,4900,
A20261370,41.516,C60,26.50 ,4900,
A20261371,37.630,C60,26.50 ,4900,
A20261372,115.970,C60,26.50 ,4900,
A20261373,60.860,C60,26.50 ,4900,
A20261374,52.938,C60,26.50 ,4900,
A20261375,131.760,C60,26.50 ,4900,
A20261376,147.380,C60,26.50 ,4900,
A20261377,147.440,C60,26.50 ,4900,
A20261378,100.308,C60,26.50 ,4900,
A20261379,95.130,C60,26.50 ,6100,
A20261380,136.260,C60,26.50 ,6100,
A20261381,152.800,C60,26.50 ,6100,
A20261382,136.420,C60,26.50 ,6100,
A20261383,120.128,C60,26.50 ,6100,
A20261384,120.134,C60,26.50 ,6100,
A20261385,120.224,C60,26.50 ,6100,
A20261386,37.716,C60,26.50 ,5060,
A20261387,136.620,C60,26.50 ,5060,
A20261388,33.372,C60,26.50 ,7240,
A20261389,153.280,C60,26.50 ,6100,
A20261390,153.240,C60,26.50 ,6100,
A20261391,136.740,C60,26.50 ,6100,
A20261392,111.818,C60,26.50 ,6100,
A20261393,45.922,C60,26.50 ,4900,
A20261394,136.900,C60,26.50 ,4900,
A20261395,136.680,C60,26.50 ,4900,
A20261396,50.089,C60,26.50 ,4900,
A20261397,107.871,C60,26.50 ,5600,
A20261398,153.020,C60,26.50 ,5600,
A20261399,47.688,C60,26.50 ,11400,
A20261400,45.870,C60,26.50 ,4900,
A20261401,137.260,C60,26.50 ,4900,
A20261402,28.740,C60,26.50 ,8280,
A20261403,47.597,C60,26.50 ,8280,
A20261404,53.105,C60,26.50 ,4900,
A20261405,46.052,C60,26.50 ,4900,
A20261406,90.910,C60,26.50 ,4900,
A20261407,24.570,C60,26.50 ,4900,
A20261408,53.976,C60,26.50 ,4900,
A20261409,78.254,C60,26.50 ,4500,
A20261410,59.378,C60,26.50 ,4500,
A20261411,53.015,C60,26.50 ,4700,
A20261412,106.587,C60,26.50 ,4900,
A20261413,118.640,C60,26.50 ,5150,
A20261414,57.473,C60,26.50 ,4900,
A20261415,33.368,C60,26.50 ,5360,
A20261416,33.387,C60,26.50 ,8230,
A20261417,39.467,C60,26.50 ,11050,
A20261418,33.378,C60,26.50 ,8400,
A20261419,57.734,C60,26.50 ,6780,
A20261420,45.536,C60,26.50 ,7960,
A20261421,33.368,C60,26.50 ,6840,
A20261422,57.700,C60,26.50 ,9000,
A20261423,63.788,C60,26.50 ,8900,
A20261424,33.760,C60,26.50 ,6400,
A20261425,52.805,C60,26.50 ,4900,
A20261426,45.528,C60,26.50 ,4900,
A20261427,69.587,C60,26.50 ,4900,
A20261428,81.680,C60,26.50 ,4900,
A20261429,50.152,C60,26.50 ,4900,
A20261430,154.511,C60,26.50 ,4500,
A20261431,39.476,C60,26.50 ,5400,
A20261432,57.775,C60,26.50 ,4900,
A20261433,33.392,C60,26.50 ,4900,
A20261434,57.429,C60,26.50 ,4900,
A20261435,36.362,C60,26.50 ,6900,
A20261436,52.696,C60,26.50 ,4900,
A20261437,33.160,C60,26.50 ,5900,
A20261438,45.193,C60,26.50 ,5900,
A20261439,45.167,C60,26.50 ,5900,
A20261440,57.160,C60,26.50 ,6900,
A20261441,33.186,C60,26.50 ,6900,
A20261442,39.160,C60,26.50 ,7000,
A20261443,33.146,C60,26.50 ,7000,
A20261444,99.074,C60,26.50 ,7000,
A20261445,86.866,C60,26.50 ,7000,
A20261446,92.893,C60,26.50 ,7000,
A20261447,33.226,C60,26.50 ,7000,
A20261448,51.221,C60,26.50 ,7000,
A20261449,75.233,C60,26.50 ,7000,
A20261450,33.160,C60,26.50 ,7000,
A20261451,63.220,C60,26.50 ,7000,
A20261452,27.213,C60,26.50 ,5900,
A20261453,51.227,C60,26.50 ,5900,
A20261454,33.210,C60,26.50 ,5900,
A20261455,51.210,C60,26.50 ,5900,
A20261456,75.260,C60,26.50 ,5900,
A20261457,33.214,C60,26.50 ,5900,
A20261458,81.240,C60,26.50 ,5900,
A20261459,39.220,C60,26.50 ,5900,
A20261460,33.200,C60,26.50 ,5900,
A20261461,87.160,C60,26.50 ,5900,
A20261462,33.226,C60,26.50 ,5900,
A20261463,45.214,C60,26.50 ,5900,
A20261464,63.160,C60,26.50 ,5900,
A20261465,33.126,C60,26.50 ,5900,
A20261466,45.214,C60,26.50 ,5900,
A20261467,33.206,C60,26.50 ,4900,
A20261468,51.185,C60,26.50 ,4900,
A20261469,100.900,C60,26.50 ,6400,
A20261470,132.780,C60,26.50 ,5400,
A20261471,39.049,C60,26.50 ,5900,
A20261472,33.240,C60,26.50 ,5900,
A20261473,105.280,C60,26.50 ,5900,
A20261474,33.120,C60,26.50 ,5900,
A20261475,39.040,C60,26.50 ,5900,
A20261476,27.313,C60,26.50 ,5900,
A20261477,69.044,C60,26.50 ,5900,
A20261478,56.890,C60,26.50 ,7000,
A20261479,33.214,C60,26.50 ,6900,
A20261480,51.140,C60,26.50 ,6900,
A20261481,51.259,C60,26.50 ,5900,
A20261482,63.500,C60,26.50 ,4900,
A20261483,36.245,C60,26.50 ,4900,
A20261484,56.280,C60,26.50 ,4900,
A20261485,116.840,C60,26.50 ,4901,
A20261486,65.068,C60,26.50 ,4901,
A20261487,33.482,C60,26.50 ,7900,
A20261488,32.585,C60,26.50 ,4940,
A20261489,47.737,C60,26.50 ,4900,
A20261490,141.180,C60,26.50 ,4900,
A20261491,141.060,C60,26.50 ,4900,
A20261492,141.140,C60,26.50 ,4900,
A20261493,51.168,C60,26.50 ,4900,
A20261494,33.041,C60,26.50 ,5970,
A20261495,27.689,C60,26.50 ,5970,
A20261496,72.589,C60,26.50 ,5900,
A20261497,72.316,C60,26.50 ,5700,
A20261498,45.488,C60,26.50 ,5220,
A20261499,52.815,C60,26.50 ,4900,
A20261500,83.849,C60,26.50 ,4901,
A20261501,79.062,C60,26.50 ,4901,
A20261502,79.058,C60,26.50 ,4901,
A20261503,70.664,C60,26.50 ,4901,
A20261504,70.664,C60,26.50 ,4901,
A20261505,37.004,C60,26.50 ,6400,
A20261506,113.688,C60,26.50 ,6400,
A20261507,103.144,C60,26.50 ,5000,
A20261508,45.788,C60,26.50 ,5000,
A20261509,27.563,C60,26.50 ,4600,
A20261510,70.260,C60,26.50 ,6350,
A20261511,101.120,C60,26.50 ,6350,
A20261512,36.284,C60,26.50 ,10900,
A20261513,69.920,C60,26.50 ,6540,
A20261514,82.991,C60,26.50 ,4900,
A20261515,62.730,C60,26.50 ,4901,
A20261516,88.992,C60,26.50 ,4901,
A20261517,33.641,C60,26.50 ,4901,
A20261518,111.352,C60,26.50 ,4900,
A20261519,37.588,C60,26.50 ,4900,
A20261520,25.053,C60,26.50 ,6400,
A20261521,40.465,C60,26.50 ,6400,
A20261522,144.700,C60,26.50 ,6400,
A20261523,40.470,C60,26.50 ,6400,
A20261524,119.532,C60,26.50 ,4900,
A20261525,33.491,C60,26.50 ,4900,
A20261526,33.462,C60,26.50 ,5995,
A20261527,45.550,C60,26.50 ,5330,
A20261528,82.360,C60,26.50 ,5330,
A20261529,70.130,C60,26.50 ,5080,
A20261530,70.160,C60,26.50 ,5080,
A20261531,66.564,C60,26.50 ,6100,
A20261532,51.846,C60,26.50 ,4900,
A20261533,33.461,C60,26.50 ,4900,
A20261534,46.228,C60,26.50 ,5300,
A20261535,112.570,C60,26.50 ,4901,
A20261536,46.076,C60,26.50 ,4901,
A20261537,64.131,C60,26.50 ,4750,
A20261538,51.865,C60,26.50 ,4525,
A20261539,76.404,C60,26.50 ,4780,
A20261540,51.560,C60,26.50 ,4900,
A20261541,45.800,C60,26.50 ,4950,
A20261542,45.573,C60,26.50 ,5400,
A20261543,51.600,C60,26.50 ,5400,
A20261544,57.740,C60,26.50 ,5400,
A20261545,45.547,C60,26.50 ,5400,
A20261546,33.051,C60,26.50 ,6400,
A20261547,36.928,C60,26.50 ,6400,
A20261548,48.716,C60,26.50 ,6400,
A20261549,46.712,C60,26.50 ,6400,
A20261550,112.424,C60,26.50 ,4901,
A20261551,41.930,C60,26.50 ,4901,
A20261552,84.510,C60,26.50 ,6400,
A20261553,27.493,C60,26.50 ,5900,
A20261554,58.949,C60,26.50 ,4900,
A20261555,33.786,C60,26.50 ,4900,
A20261556,95.828,C60,26.50 ,4900,
A20261557,41.880,C60,26.50 ,4900,
A20261558,59.473,C60,26.50 ,4901,
A20261559,59.480,C60,26.50 ,4901,
A20261560,71.687,C60,26.50 ,6400,
A20261561,133.597,C60,26.50 ,4900,
A20261562,27.623,C60,26.50 ,4900,
A20261563,156.000,C60,26.50 ,4900,
A20261564,141.100,C60,26.50 ,4900,
A20261565,111.080,C60,26.50 ,4900,
A20261566,32.453,C60,26.50 ,4900,
A20261567,51.160,C60,26.50 ,4900,
A20261568,33.842,C60,26.50 ,4900,
A20261569,27.294,C60,26.50 ,6400,
A20261570,56.633,C60,26.50 ,4900,
A20261571,60.710,C60,26.50 ,4900,
A20261572,61.184,C60,26.50 ,4900,
A20261573,56.186,C60,26.50 ,4900,
A20261574,40.289,C60,26.50 ,4500,
A20261575,76.000,C60,26.50 ,8150,
A20261576,33.380,C60,26.50 ,7200,
A20261577,63.837,C60,26.50 ,7080,
A20261578,129.987,C60,26.50 ,4900,
A20261579,111.212,C60,26.50 ,4900,
A20261580,51.208,C60,26.50 ,4900,
A20261581,141.320,C60,26.50 ,4900,
A20261582,96.510,C60,26.50 ,4900,
A20261583,43.790,C60,26.50 ,4900,
A20261584,36.052,C60,26.50 ,4900,
A20261585,36.052,C60,26.50 ,4900,
A20261586,36.052,C60,26.50 ,4900,
A20261587,36.052,C60,26.50 ,4900,
A20261588,65.742,C60,26.50 ,4900,
A20261589,74.527,C60,26.50 ,4900,
A20261590,40.790,C60,26.50 ,4900,
A20261591,47.863,C60,26.50 ,4900,
A20261592,39.940,C60,26.50 ,4900,
A20261593,39.940,C60,26.50 ,4900,
A20261594,39.940,C60,26.50 ,4900,
A20261595,77.420,C60,26.50 ,4900,
A20261596,27.625,C60,26.50 ,4900,
A20261597,106.600,C60,26.50 ,4900,
A20261598,149.330,C60,26.50 ,4900,
A20261599,69.984,C60,26.50 ,4900,
A20261600,94.376,C60,26.50 ,4900,
A20261601,45.780,C60,26.50 ,4900,
A20261602,39.635,C60,26.50 ,4900,
A20261603,76.505,C60,26.50 ,4900,
A20261604,51.655,C60,26.50 ,7400,
A20261605,51.655,C60,26.50 ,6600,
A20261606,51.615,C60,26.50 ,6300,
A20261607,57.698,C60,26.50 ,10900,
A20261608,33.380,C60,26.50 ,11000,
A20261609,51.368,C60,26.50 ,8970,
A20261610,55.147,C60,26.50 ,8970,
A20261611,34.356,C60,26.50 ,8100,
A20261612,55.729,C60,26.50 ,8780,
A20261613,66.600,C60,26.50 ,9340,
A20261614,70.548,C60,26.50 ,9340,
A20261615,31.776,C60,26.50 ,9340,
A20261616,82.027,C60,26.50 ,10000,
A20261617,51.585,C60,26.50 ,10060,
A20261618,51.585,C60,26.50 ,10060,
A20261619,51.585,C60,26.50 ,5300,
A20261620,33.382,C60,26.50 ,5300,
A20261621,33.391,C60,26.50 ,5200,
A20261622,45.528,C60,26.50 ,4900,
A20261623,66.784,C60,26.50 ,4900,
A20261624,46.070,C60,26.50 ,4900,
A20261625,41.925,C60,26.50 ,3800,
A20261626,61.184,C60,26.50 ,4600,
A20261627,41.250,C60,26.50 ,4900,
A20261628,56.578,C60,26.50 ,4900,
A20261629,27.026,C60,26.50 ,6000,
A20261630,27.265,C60,26.50 ,4900,
A20261631,121.300,C60,26.50 ,4900,
A20261632,33.810,C60,26.50 ,6400,
A20261633,69.883,C60,26.50 ,6400,
A20261634,37.692,C60,26.50 ,4900,
A20261635,62.490,C60,26.50 ,4900,
A20261636,62.490,C60,26.50 ,4900,
A20261637,54.240,C60,26.50 ,4900,
A20261638,58.370,C60,26.50 ,4900,
A20261639,73.644,C60,26.50 ,4900,
A20261640,83.488,C60,26.50 ,6400,
A20261641,41.922,C60,26.50 ,4900,
A20261642,87.520,C60,26.50 ,4900,
A20261643,41.925,C60,26.50 ,4901,
A20261644,70.388,C60,26.50 ,4901,
A20261645,62.190,C60,26.50 ,4901,
A20261646,59.480,C60,26.50 ,6400,
A20261647,59.480,C60,26.50 ,6400,
A20261648,136.030,C60,26.50 ,6400,
A20261649,40.328,C60,26.50 ,6400,
A20261650,154.930,C60,26.50 ,6400,
A20261651,97.688,C60,26.50 ,6400,
A20261652,33.760,C60,26.50 ,5550,
A20261653,37.788,C60,26.50 ,6700,
A20261654,37.788,C60,26.50 ,5900,
A20261655,46.082,C60,26.50 ,5700,
A20261656,58.505,C60,26.50 ,4900,
A20261657,91.733,C60,26.50 ,4900,
A20261658,66.847,C60,26.50 ,4900,
A20261659,83.360,C60,26.50 ,4900,
A20261660,41.920,C60,26.50 ,4700,
A20261661,91.656,C60,26.50 ,4900,
A20261662,74.968,C60,26.50 ,4900,
A20261663,46.082,C60,26.50 ,4900,
A20261664,52.665,C60,26.50 ,6280,
A20261665,27.453,C60,26.50 ,4970,
A20261666,48.005,C60,26.50 ,4970,
A20261667,64.540,C60,26.50 ,4900,
A20261668,44.858,C60,26.50 ,4900,
A20261669,52.450,C60,26.50 ,4420,
A20261670,80.130,C60,26.50 ,4420,
A20261671,100.903,C60,26.50 ,4420,
A20261672,57.995,C60,26.50 ,4675,
A20261673,33.468,C60,26.50 ,4675,
A20261674,81.920,C60,26.50 ,4900,
A20261675,55.335,C60,26.50 ,4900,
A20261676,47.765,C60,26.50 ,4900,
A20261677,55.355,C60,26.50 ,4900,
A20261678,75.007,C60,26.50 ,4900,
A20261679,65.650,C60,26.50 ,7392,
A20261680,131.520,C60,26.50 ,4900,
A20261681,149.890,C60,26.50 ,4900,
A20261682,149.910,C60,26.50 ,4900,
A20261683,94.720,C60,26.50 ,4900,
A20261684,99.043,C60,26.50 ,4930,
A20261685,27.352,C60,26.50 ,7300,
A20261686,37.019,C60,26.50 ,7300,
A20261687,33.424,C60,26.50 ,7300,
A20261688,33.420,C60,26.50 ,10900,
A20261689,33.420,C60,26.50 ,10620,
A20261690,39.560,C60,26.50 ,10620,
A20261691,39.533,C60,26.50 ,10620,
A20261692,39.527,C60,26.50 ,10620,
A20261693,37.061,C60,26.50 ,10620,
A20261694,69.848,C60,26.50 ,6250,
A20261695,33.424,C60,26.50 ,5150,
A20261696,39.431,C60,26.50 ,5150,
A20261697,39.434,C60,26.50 ,5150,
A20261698,52.685,C60,26.50 ,4900,
A20261699,46.388,C60,26.50 ,4900,
A20261700,61.220,C60,26.50 ,4900,
A20261701,121.220,C60,26.50 ,4900,
A20261702,61.220,C60,26.50 ,4900,
A20261703,31.220,C60,26.50 ,4900,
A20261704,36.220,C60,26.50 ,4900,
A20261705,56.240,C60,26.50 ,4900,
A20261706,46.165,C60,26.50 ,4900,
A20261707,27.340,C60,26.50 ,6400,
A20261708,46.155,C60,26.50 ,4900,
A20261709,36.200,C60,26.50 ,4900,
A20261710,36.160,C60,26.50 ,4900,
A20261711,66.135,C60,26.50 ,4900,
A20261712,60.700,C60,26.50 ,4900,
A20261713,44.768,C60,26.50 ,7000,
A20261714,36.912,C60,26.50 ,7200,
A20261715,121.180,C60,26.50 ,4900,
A20261716,52.446,C60,26.50 ,4900,
A20261717,33.714,C60,26.50 ,4900,
A20261718,96.160,C60,26.50 ,4900,
A20261719,46.240,C60,26.50 ,4900,
A20261720,86.295,C60,26.50 ,4900,
A20261721,58.977,C60,26.50 ,4900,
A20261722,33.826,C60,26.50 ,4900,
A20261723,40.139,C60,26.50 ,4900,
A20261724,40.700,C60,26.50 ,4900,
A20261725,50.558,C60,26.50 ,4900,
A20261726,41.080,C60,26.50 ,4900,
A20261727,56.005,C60,26.50 ,4900,
A20261728,41.935,C60,26.50 ,4900,
A20261729,33.641,C60,26.50 ,4900,
A20261730,40.289,C60,26.50 ,4500,
A20261731,40.279,C60,26.50 ,4700,
A20261732,40.220,C60,26.50 ,4700,
A20261733,41.147,C60,26.50 ,4900,
A20261734,36.196,C60,26.50 ,4900,
A20261735,91.176,C60,26.50 ,5900,
A20261736,76.222,C60,26.50 ,5900,
A20261737,33.350,C60,26.50 ,8650,
A20261738,57.650,C60,26.50 ,8200,
A20261739,33.500,C60,26.50 ,8200,
A20261740,51.950,C60,26.50 ,11120,
A20261741,51.755,C60,26.50 ,4830,
A20261742,82.310,C60,26.50 ,4830,
A20261743,51.607,C60,26.50 ,8120,
A20261744,54.368,C60,26.50 ,5900,
A20261745,41.922,C60,26.50 ,6900,
A20261746,29.494,C60,26.50 ,6900,
A20261747,40.220,C60,26.50 ,4900,
A20261748,46.226,C60,26.50 ,4900,
A20261749,31.174,C60,26.50 ,4900,
A20261750,31.186,C60,26.50 ,4900,
A20261751,41.184,C60,26.50 ,4900,
A20261752,31.110,C60,26.50 ,6300,
A20261753,26.165,C60,26.50 ,6300,
A20261754,76.105,C60,26.50 ,4900,
A20261755,41.140,C60,26.50 ,4900,
A20261756,81.140,C60,26.50 ,4900,
A20261757,66.902,C60,26.50 ,4900,
A20261758,122.205,C60,26.50 ,4900,
A20261759,80.985,C60,26.50 ,4900,
A20261760,48.375,C60,26.50 ,4900,
A20261761,37.447,C60,26.50 ,4900,
A20261762,153.720,C60,26.50 ,4900,
A20261763,71.680,C60,26.50 ,4900,
A20261764,41.245,C60,26.50 ,4900,
A20261765,36.155,C60,26.50 ,4900,
A20261766,61.300,C60,26.50 ,4900,
A20261767,56.270,C60,26.50 ,4900,
A20261768,56.270,C60,26.50 ,4900,
A20261769,33.350,C60,26.50 ,6850,
A20261770,40.232,C60,26.50 ,4900,
A20261771,41.935,C60,26.50 ,6900,
A20261772,41.935,C60,26.50 ,4900,
A20261773,33.491,C60,26.50 ,4800,
A20261774,29.480,C60,26.50 ,4900,
A20261775,46.082,C60,26.50 ,4900,
A20261776,58.877,C60,26.50 ,3820,
A20261777,26.583,C60,26.50 ,3820,
A20261778,54.360,C60,26.50 ,4700,
A20261779,50.145,C60,26.50 ,4700,
A20261780,33.478,C60,26.50 ,5400,
A20261781,64.173,C60,26.50 ,5470,
A20261782,46.576,C60,26.50 ,4900,
A20261783,52.920,C60,26.50 ,4900,
A20261784,33.948,C60,26.50 ,6400,
A20261785,39.655,C60,26.50 ,12300,
A20261786,31.743,C60,26.50 ,12300,
A20261787,100.630,C60,26.50 ,4790,
A20261788,40.115,C60,26.50 ,4900,
A20261789,140.919,C60,26.50 ,4900,
A20261790,36.155,C60,26.50 ,4900,
A20261791,36.185,C60,26.50 ,4900,
A20261792,26.195,C60,26.50 ,4900,
A20261793,41.170,C60,26.50 ,4900,
A20261794,101.280,C60,26.50 ,4900,
A20261795,81.240,C60,26.50 ,4900,
A20261796,46.220,C60,26.50 ,4900,
A20261797,56.220,C60,26.50 ,4900,
A20261798,66.195,C60,26.50 ,4900,
A20261799,46.135,C60,26.50 ,4900,
A20261800,41.240,C60,26.50 ,6401,
A20261801,41.280,C60,26.50 ,4900,
A20261802,134.760,C60,26.50 ,4700,
A20261803,112.081,C60,26.50 ,7000,
A20261804,50.229,C60,26.50 ,4900,
A20261805,58.527,C60,26.50 ,4900,
A20261806,29.488,C60,26.50 ,4900,
A20261807,66.784,C60,26.50 ,6400,
A20261808,66.696,C60,26.50 ,5300,
A20261809,59.264,C60,26.50 ,9540,
A20261810,40.236,C60,26.50 ,9540,
A20261811,37.740,C60,26.50 ,9540,
A20261812,37.744,C60,26.50 ,9540,
A20261813,33.418,C60,26.50 ,6250,
A20261814,33.418,C60,26.50 ,10500,
A20261815,39.707,C60,26.50 ,4900,
A20261816,26.488,C60,26.50 ,4930,
A20261817,39.525,C60,26.50 ,4930,
A20261818,39.522,C60,26.50 ,5530,
A20261819,33.350,C60,26.50 ,5530,
A20261820,34.356,C60,26.50 ,5530,
A20261821,46.082,C60,26.50 ,5530,
A20261822,33.495,C60,26.50 ,5600,
A20261823,41.665,C60,26.50 ,4900,
A20261824,33.482,C60,26.50 ,4700,
A20261825,36.987,C60,26.50 ,6300,
A20261826,106.860,C60,26.50 ,6300,
A20261827,57.968,C60,26.50 ,10860,
A20261828,57.972,C60,26.50 ,11540,
A20261829,52.951,C60,26.50 ,9520,
A20261830,84.760,C60,26.50 ,7400,
A20261831,39.560,C60,26.50 ,5300,
A20261832,39.600,C60,26.50 ,5300,
A20261833,33.422,C60,26.50 ,5300,
A20261834,39.650,C60,26.50 ,5300,
A20261835,37.639,C60,26.50 ,7400,
A20261836,57.650,C60,26.50 ,7400,
A20261837,39.430,C60,26.50 ,7400,
A20261838,64.267,C60,26.50 ,4900,
A20261839,52.842,C60,26.50 ,6400,
A20261840,88.223,C60,26.50 ,7000,
A20261841,24.564,C60,26.50 ,7000,
A20261842,44.746,C60,26.50 ,7000,
A20261843,36.910,C60,26.50 ,7000,
A20261844,109.568,C60,26.50 ,7000,
A20261845,86.718,C60,26.50 ,4940,
A20261846,46.220,C60,26.50 ,4940,
A20261847,77.480,C60,26.50 ,4900,
A20261848,120.860,C60,26.50 ,4900,
A20261849,39.980,C60,26.50 ,4900,
A20261850,52.440,C60,26.50 ,4900,
A20261851,59.168,C60,26.50 ,4900,
A20261852,33.842,C60,26.50 ,4900,
A20261853,65.444,C60,26.50 ,4900,
A20261854,66.630,C60,26.50 ,4900,
A20261855,54.224,C60,26.50 ,6400,
A20261856,54.224,C60,26.50 ,7750,
A20261857,33.468,C60,26.50 ,7750,
A20261858,94.808,C60,26.50 ,7750,
A20261859,48.544,C60,26.50 ,7750,
A20261860,32.176,C60,26.50 ,7750,
A20261861,39.694,C60,26.50 ,7750,
A20261862,113.330,C60,26.50 ,7750,
A20261863,52.980,C60,26.50 ,7750,
A20261864,45.490,C60,26.50 ,4900,
A20261865,30.236,C60,26.50 ,4900,
A20261866,109.124,C60,26.50 ,4900,
A20261867,30.449,C60,26.50 ,7000,
A20261868,106.156,C60,26.50 ,5900,
A20261869,44.846,C60,26.50 ,4400,
A20261870,68.516,C60,26.50 ,7000,
A20261871,59.752,C60,26.50 ,7000,
A20261872,90.554,C60,26.50 ,5900,
A20261873,44.318,C60,26.50 ,7000,
A20261874,64.691,C60,26.50 ,7000,
A20261875,108.186,C60,26.50 ,7000,
A20261876,53.920,C60,26.50 ,7000,
A20261877,58.280,C60,26.50 ,7000,
A20261878,40.440,C60,26.50 ,7000,
A20261879,27.798,C60,26.50 ,5900,
A20261880,51.989,C60,26.50 ,5900,
A20261881,34.393,C60,26.50 ,5900,
A20261882,84.730,C60,26.50 ,5900,
A20261883,52.830,C60,26.50 ,5900,
A20261884,49.830,C60,26.50 ,8050,
A20261885,58.172,C60,26.50 ,8050,
A20261886,136.210,C60,26.50 ,5900,
A20261887,74.600,C60,26.50 ,4900,
A20261888,74.980,C60,26.50 ,4900,
A20261889,33.912,C60,26.50 ,4900,
A20261890,46.621,C60,26.50 ,4900,
A20261891,59.306,C60,26.50 ,4900,
A20261892,84.707,C60,26.50 ,4900,
A20261893,27.551,C60,26.50 ,4900,
A20261894,33.856,C60,26.50 ,4900,
A20261895,31.220,C60,26.50 ,4900,
A20261896,36.392,C60,26.50 ,4900,
A20261897,65.392,C60,26.50 ,6100,
A20261898,27.413,C60,26.50 ,6100,
A20261899,33.080,C60,26.50 ,6100,
A20261900,52.840,C60,26.50 ,6100,
A20261901,52.840,C60,26.50 ,6100,
A20261902,51.755,C60,26.50 ,6100,
A20261903,70.080,C60,26.50 ,6100,
A20261904,58.478,C60,26.50 ,5060,
A20261905,52.028,C60,26.50 ,5060,
A20261906,55.949,C60,26.50 ,7240,
A20261907,75.059,C60,26.50 ,6100,
A20261908,87.488,C60,26.50 ,6100,
A20261909,33.613,C60,26.50 ,6100,
A20261910,33.635,C60,26.50 ,6100,
A20261911,151.686,C60,26.50 ,4900,
A20261912,70.280,C60,26.50 ,4900,
A20261913,131.715,C60,26.50 ,4900,
A20261914,103.259,C60,26.50 ,4900,
A20261915,37.592,C60,26.50 ,5600,
A20261916,33.476,C60,26.50 ,5600,
A20261917,33.470,C60,26.50 ,11400,
A20261918,82.550,C60,26.50 ,4900,
A20261919,39.605,C60,26.50 ,4900,
A20261920,64.155,C60,26.50 ,8280,
A20261921,51.875,C60,26.50 ,8280,
A20261922,37.780,C60,26.50 ,4900,
A20261923,100.031,C60,26.50 ,4900,
A20261924,41.945,C60,26.50 ,4900,
A20261925,54.384,C60,26.50 ,4900,
A20261926,104.160,C60,26.50 ,4900,
A20261927,54.144,C60,26.50 ,4500,
A20261928,33.643,C60,26.50 ,4500,
A20261929,83.368,C60,26.50 ,4700,
A20261930,137.480,C60,26.50 ,4900,
A20261931,137.480,C60,26.50 ,5150,
A20261932,104.300,C60,26.50 ,4900,
A20261933,54.440,C60,26.50 ,5360,
A20261934,36.394,C60,26.50 ,8230,
A20261935,24.236,C60,26.50 ,11050,
A20261936,39.479,C60,26.50 ,8400,
A20261937,51.760,C60,26.50 ,6780,
A20261938,82.620,C60,26.50 ,7960,
A20261939,33.680,C60,26.50 ,6840,
A20261940,86.810,C60,26.50 ,9000,
A20261941,92.080,C60,26.50 ,4900,
A20261942,45.900,C60,26.50 ,4900,
A20261943,52.126,C60,26.50 ,4900,
A20261944,70.756,C60,26.50 ,4900,
A20261945,55.180,C60,26.50 ,6400,
A20261946,100.955,C60,26.50 ,7750,
A20261947,64.404,C60,26.50 ,7750,
A20261948,52.260,C60,26.50 ,7750,
A20261949,51.755,C60,26.50 ,7750,
A20261950,33.386,C60,26.50 ,7750,
A20261951,33.392,C60,26.50 ,7750,
A20261952,33.422,C60,26.50 ,7750,
A20261953,45.954,C60,26.50 ,7750,
A20261954,39.433,C60,26.50 ,4900,
A20261955,52.064,C60,26.50 ,4900,
A20261956,33.644,C60,26.50 ,4900,
