订单号,订单重量,钢种,规格,定尺长度
B20275223,52.296,C60,26.5,4900
B20275224,53.854,C60,26.5,4900
B20275225,136.433,C60,26.5,6900
B20275226,57.023,C60,26.5,4300
B20275227,38.016,C60,26.5,4900
B20275228,50.979,C60,26.5,7750
B20275229,90.452,C60,26.5,7080
B20275230,57.192,C60,26.5,4600
B20275231,44.671,C60,26.5,4900
B20275232,45.817,C60,26.5,5900
B20275233,98.853,C60,26.5,4900
B20275234,77.999,C60,26.5,4900
B20275235,32.052,C60,26.5,6900
B20275236,66.493,C60,26.5,7000
B20275237,35.828,C60,26.5,4900
B20275238,97.524,C60,26.5,6360
B20275239,99.886,C60,26.5,6900
B20275240,47.405,C60,26.5,4800
B20275241,77.092,C60,26.5,5900
B20275242,117.383,C60,26.5,9520
B20275243,30.039,C60,26.5,4900
B20275244,40.68,C60,26.5,4900
B20275245,55.578,C60,26.5,4900
B20275246,68.47,C60,26.5,6350
B20275247,51.742,C60,26.5,4900
B20275248,57.993,C60,26.5,7860
B20275249,49.388,C60,26.5,4900
B20275250,26.653,C60,26.5,11300
B20275251,86.153,C60,26.5,5900
B20275252,92.921,C60,26.5,7080
B20275253,93.741,C60,26.5,7750
B20275254,106.258,C60,26.5,6100
B20275255,126.469,C60,26.5,4900
B20275256,50.299,C60,26.5,4900
B20275257,52.423,C60,26.5,6600
B20275258,122.048,C60,26.5,7650
B20275259,79.006,C60,26.5,6400
B20275260,154.956,C60,26.5,7750
B20275261,28.885,C60,26.5,6900
B20275262,59.25,C60,26.5,4901
B20275263,83.058,C60,26.5,4830
B20275264,56.072,C60,26.5,7000
B20275265,73.408,C60,26.5,4900
B20275266,35.384,C60,26.5,6400
B20275267,44.718,C60,26.5,4900
B20275268,35.792,C60,26.5,6300
B20275269,75.847,C60,26.5,4780
B20275270,107.244,C60,26.5,8970
B20275271,37.538,C60,26.5,6280
B20275272,45.328,C60,26.5,11400
B20275273,40.697,C60,26.5,5900
B20275274,58.355,C60,26.5,6400
B20275275,90.754,C60,26.5,6100
B20275276,46.295,C60,26.5,4940
B20275277,73.059,C60,26.5,4901
B20275278,82.972,C60,26.5,4900
B20275279,39.27,C60,26.5,4900
B20275280,115.625,C60,26.5,4901
B20275281,130.448,C60,26.5,6650
B20275282,39.534,C60,26.5,3800
B20275283,86.82,C60,26.5,6400
B20275284,38.613,C60,26.5,5900
B20275285,80.164,C60,26.5,4900
B20275286,40.46,C60,26.5,4900
B20275287,117.206,C60,26.5,5150
B20275288,87.594,C60,26.5,4900
B20275289,58.569,C60,26.5,4900
B20275290,47.769,C60,26.5,4900
B20275291,33.702,C60,26.5,8400
B20275292,33.079,C60,26.5,5900
B20275293,50.836,C60,26.5,7750
B20275294,46.855,C60,26.5,4300
B20275295,37.265,C60,26.5,5060
B20275296,32.289,C60,26.5,10500
B20275297,62.338,C60,26.5,6400
B20275298,62.717,C60,26.5,4901
B20275299,52.02,C60,26.5,5900
B20275300,55.513,C60,26.5,6400
B20275301,38.929,C60,26.5,6000
B20275302,61.37,C60,26.5,4900
B20275303,35.056,C60,26.5,7750
B20275304,53.653,C60,26.5,8970
B20275305,26.986,C60,26.5,6400
B20275306,88.136,C60,26.5,4900
B20275307,44.271,C60,26.5,5330
B20275308,39.724,C60,26.5,6000
B20275309,64.314,C60,26.5,4900
B20275310,33.438,C60,26.5,4900
B20275311,33.752,C60,26.5,4900
B20275312,43.503,C60,26.5,6000
B20275313,59.124,C60,26.5,4900
B20275314,37.366,C60,26.5,4900
B20275315,62.605,C60,26.5,4900
B20275316,57.13,C60,26.5,4900
B20275317,25.452,C60,26.5,7400
B20275318,34.131,C60,26.5,6400
B20275319,27.968,C60,26.5,4900
B20275320,40.735,C60,26.5,4960
B20275321,39.386,C60,26.5,4800
B20275322,146.881,C60,26.5,4900
B20275323,44.696,C60,26.5,5900
B20275324,76.05,C60,26.5,4900
B20275325,35.834,C60,26.5,6400
B20275326,65.972,C60,26.5,4900
B20275327,62.753,C60,26.5,4800
B20275328,32.674,C60,26.5,7900
B20275329,44.652,C60,26.5,5530
B20275330,100.195,C60,26.5,4790
B20275331,66.693,C60,26.5,4900
B20275332,55.021,C60,26.5,4900
B20275333,34.864,C60,26.5,6900
B20275334,107.839,C60,26.5,6100
B20275335,40.378,C60,26.5,5080
B20275336,56.348,C60,26.5,4900
B20275337,75.293,C60,26.5,4900
B20275338,86.997,C60,26.5,4940
B20275339,53.81,C60,26.5,4900
B20275340,135.869,C60,26.5,4900
B20275341,51.622,C60,26.5,10060
B20275342,29.995,C60,26.5,4900
B20275343,92.106,C60,26.5,4900
B20275344,32.22,C60,26.5,4900
B20275345,97.363,C60,26.5,8100
B20275346,33.102,C60,26.5,5400
B20275347,40.099,C60,26.5,6400
B20275348,44.315,C60,26.5,4900
B20275349,47.336,C60,26.5,5330
B20275350,102.7,C60,26.5,4900
B20275351,30.621,C60,26.5,9340
B20275352,135.083,C60,26.5,5330
B20275353,83.961,C60,26.5,4900
B20275354,40.874,C60,26.5,4900
B20275355,87.378,C60,26.5,7900
B20275356,92.689,C60,26.5,4900
B20275357,50.297,C60,26.5,6400
B20275358,35.025,C60,26.5,4900
B20275359,49.541,C60,26.5,6740
B20275360,46.687,C60,26.5,6400
B20275361,40.106,C60,26.5,5900
B20275362,62.801,C60,26.5,6680
B20275363,41.484,C60,26.5,4900
B20275364,44.307,C60,26.5,7960
B20275365,39.399,C60,26.5,6400
B20275366,44.617,C60,26.5,4900
B20275367,150.212,C60,26.5,4400
B20275368,61.274,C60,26.5,4900
B20275369,71.91,C60,26.5,8150
B20275370,45.851,C60,26.5,4900
B20275371,96.361,C60,26.5,10860
B20275372,57.844,C60,26.5,4900
B20275373,32.449,C60,26.5,4750
B20275374,47.975,C60,26.5,7950
B20275375,127.534,C60,26.5,4900
B20275376,57.171,C60,26.5,4900
B20275377,45.297,C60,26.5,5330
B20275378,131.203,C60,26.5,4900
B20275379,83.442,C60,26.5,4901
B20275380,34.691,C60,26.5,4900
B20275381,34.74,C60,26.5,4900
B20275382,109.372,C60,26.5,4900
B20275383,53.404,C60,26.5,6100
B20275384,82.367,C60,26.5,11000
B20275385,53.562,C60,26.5,10060
B20275386,77.552,C60,26.5,4900
B20275387,44.759,C60,26.5,5050
B20275388,67.632,C60,26.5,6550
B20275389,46.166,C60,26.5,6800
B20275390,81.728,C60,26.5,4901
B20275391,137.252,C60,26.5,7000
B20275392,82.308,C60,26.5,4900
B20275393,85.83,C60,26.5,5000
B20275394,44.72,C60,26.5,6400
B20275395,46.337,C60,26.5,4400
B20275396,27.24,C60,26.5,4900
B20275397,36.274,C60,26.5,5060
B20275398,30.113,C60,26.5,4900
B20275399,39.487,C60,26.5,4900
B20275400,61.084,C60,26.5,4900
B20275401,69.51,C60,26.5,6550
B20275402,46.264,C60,26.5,4900
B20275403,51.617,C60,26.5,5900
B20275404,41.928,C60,26.5,4900
B20275405,112.837,C60,26.5,7000
B20275406,147.586,C60,26.5,6250
B20275407,82.436,C60,26.5,4900
B20275408,49.832,C60,26.5,7000
B20275409,33.508,C60,26.5,5900
B20275410,33.805,C60,26.5,5300
B20275411,33.247,C60,26.5,4900
B20275412,64.953,C60,26.5,5000
B20275413,74.504,C60,26.5,6280
B20275414,46.263,C60,26.5,4900
B20275415,33.387,C60,26.5,4900
B20275416,138.969,C60,26.5,6100
B20275417,66.934,C60,26.5,4900
B20275418,50.181,C60,26.5,4900
B20275419,94.283,C60,26.5,6400
B20275420,59.252,C60,26.5,4600
B20275421,52.113,C60,26.5,7750
B20275422,67.47,C60,26.5,4900
B20275423,51.488,C60,26.5,4900
B20275424,76.424,C60,26.5,4500
B20275425,58.904,C60,26.5,10000
B20275426,41.392,C60,26.5,6400
B20275427,102.718,C60,26.5,5000
B20275428,93.115,C60,26.5,6600
B20275429,50.171,C60,26.5,4800
B20275430,46.566,C60,26.5,5700
B20275431,48.763,C60,26.5,5500
B20275432,75.6,C60,26.5,4900
B20275433,28.429,C60,26.5,9540
B20275434,104.102,C60,26.5,7000
B20275435,149.127,C60,26.5,4900
B20275436,37.737,C60,26.5,5600
B20275437,45.119,C60,26.5,4900
B20275438,37.724,C60,26.5,4900
B20275439,76.435,C60,26.5,6300
B20275440,35.927,C60,26.5,10500
B20275441,39.317,C60,26.5,4900
B20275442,33.442,C60,26.5,4900
B20275443,57.008,C60,26.5,4900
B20275444,38.454,C60,26.5,5000
B20275445,73.873,C60,26.5,7950
B20275446,32.515,C60,26.5,11000
B20275447,51.472,C60,26.5,6400
B20275448,100.506,C60,26.5,9000
B20275449,39.622,C60,26.5,4900
B20275450,60.437,C60,26.5,4450
B20275451,56.926,C60,26.5,10950
B20275452,32.377,C60,26.5,5970
B20275453,129.742,C60,26.5,4900
B20275454,33.585,C60,26.5,7750
B20275455,59.151,C60,26.5,6400
B20275456,99.351,C60,26.5,4600
B20275457,99.818,C60,26.5,4900
B20275458,63.799,C60,26.5,7000
B20275459,43.789,C60,26.5,4900
B20275460,50.484,C60,26.5,5900
B20275461,41.437,C60,26.5,4900
B20275462,54.986,C60,26.5,4901
B20275463,48.54,C60,26.5,4900
B20275464,53.151,C60,26.5,6000
B20275465,76.083,C60,26.5,4900
B20275466,105.6,C60,26.5,7750
B20275467,58.463,C60,26.5,11540
B20275468,63.322,C60,26.5,10060
B20275469,72.417,C60,26.5,6100
B20275470,39.391,C60,26.5,4800
B20275471,60.875,C60,26.5,6100
B20275472,30.045,C60,26.5,4900
B20275473,39.322,C60,26.5,4900
B20275474,136.586,C60,26.5,4900
B20275475,59.705,C60,26.5,4675
B20275476,90.737,C60,26.5,4900
B20275477,41.68,C60,26.5,4900
B20275478,63.811,C60,26.5,5900
B20275479,113.948,C60,26.5,7000
B20275480,78.862,C60,26.5,7960
B20275481,50.61,C60,26.5,6150
B20275482,107.964,C60,26.5,6900
B20275483,32.734,C60,26.5,6000
B20275484,72.493,C60,26.5,4900
B20275485,40.42,C60,26.5,4901
B20275486,37.822,C60,26.5,4930
B20275487,47.383,C60,26.5,4900
B20275488,29.459,C60,26.5,4900
B20275489,23.483,C60,26.5,11050
B20275490,115.101,C60,26.5,4900
B20275491,31.697,C60,26.5,4900
B20275492,78.797,C60,26.5,4900
B20275493,34.724,C60,26.5,4900
B20275494,44.167,C60,26.5,4150
B20275495,42.121,C60,26.5,4900
B20275496,29.348,C60,26.5,4900
B20275497,132.029,C60,26.5,6740
B20275498,54.562,C60,26.5,4700
B20275499,94.745,C60,26.5,4900
B20275500,155.265,C60,26.5,5600
B20275501,34.227,C60,26.5,6400
B20275502,41.27,C60,26.5,5530
B20275503,52.269,C60,26.5,5800
B20275504,30.9,C60,26.5,6300
B20275505,37.63,C60,26.5,4900
B20275506,85.097,C60,26.5,7960
B20275507,106.138,C60,26.5,5000
B20275508,33.866,C60,26.5,6250
B20275509,69.598,C60,26.5,6100
B20275510,35.91,C60,26.5,5200
B20275511,44.524,C60,26.5,4900
B20275512,49.827,C60,26.5,4900
B20275513,110.304,C60,26.5,4900
B20275514,55.318,C60,26.5,6400
B20275515,37.511,C60,26.5,6850
B20275516,43.862,C60,26.5,6100
B20275517,117.871,C60,26.5,4901
B20275518,34.975,C60,26.5,6400
B20275519,60.873,C60,26.5,5900
B20275520,45.478,C60,26.5,9340
B20275521,35.232,C60,26.5,10950
B20275522,49.277,C60,26.5,4900
B20275523,104.61,C60,26.5,4900
B20275524,52.618,C60,26.5,4900
B20275525,25.906,C60,26.5,4900
B20275526,150.75,C60,26.5,7750
B20275527,97.2,C60,26.5,7000
B20275528,85.886,C60,26.5,6100
B20275529,69.336,C60,26.5,6550
B20275530,63.445,C60,26.5,4900
B20275531,58.226,C60,26.5,4675
B20275532,38.836,C60,26.5,7000
B20275533,32.238,C60,26.5,4500
B20275534,85.457,C60,26.5,4800
B20275535,133.473,C60,26.5,4900
B20275536,36.798,C60,26.5,4800
B20275537,33.713,C60,26.5,6400
B20275538,33.008,C60,26.5,6900
B20275539,94.393,C60,26.5,4900
B20275540,69.011,C60,26.5,4300
B20275541,32.225,C60,26.5,4900
B20275542,31.831,C60,26.5,4900
B20275543,46.504,C60,26.5,4900
B20275544,152.935,C60,26.5,6100
B20275545,70.078,C60,26.5,4901
B20275546,99.985,C60,26.5,7750
B20275547,43.059,C60,26.5,6100
B20275548,31.863,C60,26.5,4800
B20275549,41.934,C60,26.5,4800
B20275550,94.887,C60,26.5,7000
B20275551,33.224,C60,26.5,4900
B20275552,131.975,C60,26.5,7900
B20275553,53.868,C60,26.5,4900
B20275554,80.16,C60,26.5,4420
B20275555,42.067,C60,26.5,4900
B20275556,142.791,C60,26.5,7000
B20275557,49.925,C60,26.5,4900
B20275558,97.541,C60,26.5,4900
B20275559,53.418,C60,26.5,6900
B20275560,34.838,C60,26.5,6840
B20275561,46.064,C60,26.5,7950
B20275562,45.411,C60,26.5,5200
B20275563,100.426,C60,26.5,6360
B20275564,53.508,C60,26.5,8120
B20275565,40.734,C60,26.5,4900
B20275566,73.397,C60,26.5,4900
B20275567,62.845,C60,26.5,6400
B20275568,41.004,C60,26.5,4700
B20275569,79.973,C60,26.5,4900
B20275570,35.153,C60,26.5,6900
B20275571,26.213,C60,26.5,4900
B20275572,44.699,C60,26.5,5270
B20275573,56.264,C60,26.5,6100
B20275574,74.469,C60,26.5,4900
B20275575,41.849,C60,26.5,4900
B20275576,62.943,C60,26.5,6400
B20275577,74.136,C60,26.5,4900
B20275578,90.316,C60,26.5,4900
B20275579,52.918,C60,26.5,4900
B20275580,50.249,C60,26.5,5900
B20275581,32.545,C60,26.5,6100
B20275582,44.163,C60,26.5,7000
B20275583,27.625,C60,26.5,4900
B20275584,33.938,C60,26.5,8300
B20275585,38.524,C60,26.5,4500
B20275586,108.07,C60,26.5,4900
B20275587,61.358,C60,26.5,4900
B20275588,99.403,C60,26.5,6900
B20275589,51.729,C60,26.5,4900
B20275590,32.911,C60,26.5,5900
B20275591,127.389,C60,26.5,4900
B20275592,152.079,C60,26.5,6100
B20275593,73.179,C60,26.5,4900
B20275594,109.962,C60,26.5,6400
B20275595,64.857,C60,26.5,4901
B20275596,152.953,C60,26.5,4500
B20275597,49.583,C60,26.5,4900
B20275598,101.317,C60,26.5,4900
B20275599,46.251,C60,26.5,6000
B20275600,24.212,C60,26.5,11050
B20275601,59.913,C60,26.5,5900
B20275602,43.898,C60,26.5,3900
B20275603,149.74,C60,26.5,7750
B20275604,34.13,C60,26.5,4550
B20275605,36.198,C60,26.5,4900
B20275606,43.193,C60,26.5,4900
B20275607,41.077,C60,26.5,4300
B20275608,33.195,C60,26.5,4700
B20275609,40.418,C60,26.5,4900
B20275610,42.794,C60,26.5,6400
B20275611,42.166,C60,26.5,6400
B20275612,36.782,C60,26.5,8900
B20275613,93.319,C60,26.5,5900
B20275614,56.928,C60,26.5,5100
B20275615,36.847,C60,26.5,11000
B20275616,77.687,C60,26.5,4900
B20275617,35.31,C60,26.5,4900
B20275618,80.324,C60,26.5,4900
B20275619,37.659,C60,26.5,8130
B20275620,147.037,C60,26.5,4901
B20275621,29.34,C60,26.5,6400
B20275622,57.884,C60,26.5,4900
B20275623,29.628,C60,26.5,4900
B20275624,86.262,C60,26.5,4900
B20275625,119.704,C60,26.5,4901
B20275626,46.098,C60,26.5,4900
B20275627,112.764,C60,26.5,7000
B20275628,33.265,C60,26.5,4550
B20275629,45.386,C60,26.5,8400
B20275630,82.562,C60,26.5,4900
B20275631,37.322,C60,26.5,10500
B20275632,48.093,C60,26.5,5700
B20275633,130.775,C60,26.5,4900
B20275634,64.623,C60,26.5,4900
B20275635,26.34,C60,26.5,4600
B20275636,40.518,C60,26.5,4900
B20275637,53.633,C60,26.5,6780
B20275638,28.233,C60,26.5,4900
B20275639,34.143,C60,26.5,5150
B20275640,87.197,C60,26.5,7400
B20275641,64.067,C60,26.5,8050
B20275642,34.875,C60,26.5,4900
B20275643,26.814,C60,26.5,4900
B20275644,53.7,C60,26.5,5900
B20275645,33.981,C60,26.5,6100
B20275646,34.793,C60,26.5,5900
B20275647,47.268,C60,26.5,4900
B20275648,124.539,C60,26.5,5060
B20275649,64.229,C60,26.5,6100
B20275650,28.128,C60,26.5,4901
B20275651,95.753,C60,26.5,4900
B20275652,59.991,C60,26.5,5060
B20275653,26.789,C60,26.5,6000
B20275654,60.933,C60,26.5,5900
B20275655,40.863,C60,26.5,4900
B20275656,92.446,C60,26.5,4900
B20275657,74.082,C60,26.5,5600
B20275658,39.094,C60,26.5,6650
B20275659,156,C60,26.5,4900
B20275660,94.232,C60,26.5,7000
B20275661,47.209,C60,26.5,4900
B20275662,62.046,C60,26.5,5000
B20275663,35.613,C60,26.5,6400
B20275664,52.223,C60,26.5,4900
B20275665,57.885,C60,26.5,8050
B20275666,93.189,C60,26.5,6400
B20275667,72.16,C60,26.5,4800
B20275668,37.639,C60,26.5,5200
B20275669,141.107,C60,26.5,4900
B20275670,59.141,C60,26.5,4500
B20275671,29.267,C60,26.5,4900
B20275672,57.891,C60,26.5,4900
B20275673,56.013,C60,26.5,5900
B20275674,31.89,C60,26.5,4900
B20275675,54.277,C60,26.5,5900
B20275676,132.429,C60,26.5,6400
B20275677,24.85,C60,26.5,7400
B20275678,32.55,C60,26.5,5300
B20275679,48.007,C60,26.5,4970
B20275680,48.181,C60,26.5,4940
B20275681,42.761,C60,26.5,4300
B20275682,36.876,C60,26.5,4900
B20275683,26.799,C60,26.5,4930
B20275684,91.815,C60,26.5,4900
B20275685,99.751,C60,26.5,7900
B20275686,48.126,C60,26.5,6400
B20275687,74.254,C60,26.5,4900
B20275688,55.533,C60,26.5,7400
B20275689,83.974,C60,26.5,4900
B20275690,149.582,C60,26.5,4900
B20275691,45.519,C60,26.5,7000
B20275692,104.039,C60,26.5,4900
B20275693,37.055,C60,26.5,8230
B20275694,32.712,C60,26.5,5900
B20275695,40.576,C60,26.5,4900
B20275696,39.977,C60,26.5,5900
B20275697,46.638,C60,26.5,6600
B20275698,86.278,C60,26.5,4901
B20275699,86.801,C60,26.5,4900
B20275700,47.981,C60,26.5,4900
B20275701,66.901,C60,26.5,6100
B20275702,33.599,C60,26.5,7000
B20275703,32.567,C60,26.5,4900
B20275704,50.752,C60,26.5,7650
B20275705,34.531,C60,26.5,4800
B20275706,32.535,C60,26.5,10680
B20275707,33.987,C60,26.5,4900
B20275708,40.954,C60,26.5,10620
B20275709,107.3,C60,26.5,4900
B20275710,32.047,C60,26.5,4800
B20275711,45.948,C60,26.5,4525
B20275712,54.3,C60,26.5,4900
B20275713,32.442,C60,26.5,5300
B20275714,64.322,C60,26.5,10000
B20275715,29.797,C60,26.5,8280
B20275716,85.52,C60,26.5,7000
B20275717,117.938,C60,26.5,8230
B20275718,40.691,C60,26.5,6400
B20275719,60.277,C60,26.5,5060
B20275720,110.629,C60,26.5,4901
B20275721,29.068,C60,26.5,4901
B20275722,53.966,C60,26.5,6300
B20275723,67.7,C60,26.5,4900
B20275724,63.834,C60,26.5,7750
B20275725,141.883,C60,26.5,6000
B20275726,143.398,C60,26.5,6900
B20275727,98.163,C60,26.5,4900
B20275728,131.548,C60,26.5,7392
B20275729,66.354,C60,26.5,4800
B20275730,85.91,C60,26.5,6400
B20275731,23.588,C60,26.5,4900
B20275732,32.09,C60,26.5,4900
B20275733,42.218,C60,26.5,10900
B20275734,40.987,C60,26.5,4900
B20275735,45.08,C60,26.5,5000
B20275736,63.944,C60,26.5,5300
B20275737,115.831,C60,26.5,4900
B20275738,46.334,C60,26.5,4900
B20275739,34.707,30C,45,4901
B20275740,56.029,30C,45,5080
B20275741,65.356,30C,45,4900
B20275742,40.115,30C,45,6600
B20275743,44.186,30C,45,4900
B20275744,26.032,30C,45,4900
B20275745,31.253,30C,45,4900
B20275746,31.552,30C,45,4900
B20275747,22.458,30C,45,6401
B20275748,44.829,30C,45,4900
B20275749,34.067,30C,45,4900
B20275750,53.181,30C,45,4900
B20275751,30.17,30C,45,4700
B20275752,25.492,30C,45,4900
B20275753,22.406,30C,45,7900
B20275754,13.734,30C,45,7400
B20275755,50.188,30C,45,4600
B20275756,47.394,30C,45,4940
B20275757,28.907,30C,45,4900
B20275758,48.323,30C,45,6400
B20275759,21.754,30C,45,6400
B20275760,59.066,30C,45,5080
B20275761,75.004,30C,45,5300
B20275762,54.414,30C,45,4900
B20275763,49.064,30C,45,4900
B20275764,39.437,30C,45,4900
B20275765,79.335,30C,45,5900
B20275766,23.205,30C,45,5300
B20275767,30.523,30C,45,4900
B20275768,42.114,30C,45,4900
B20275769,65.171,30C,45,4900
B20275770,34.729,30C,45,4900
B20275771,57.094,30C,45,8200
B20275772,22.595,30C,45,4420
B20275773,27.693,30C,45,9540
B20275774,22.252,30C,45,5150
B20275775,27.299,30C,45,5200
B20275776,145.563,30C,45,6400
B20275777,26.19,30C,45,6700
B20275778,27.461,30C,45,9520
B20275779,58.802,30C,45,6400
B20275780,33.884,30C,45,7080
B20275781,111.403,30C,45,7000
B20275782,132.635,30C,45,6400
B20275783,20.431,30C,45,12300
B20275784,66.624,30C,45,4900
B20275785,28.498,30C,45,4900
B20275786,15.07,30C,45,4900
B20275787,36.379,30C,45,4900
B20275788,45.279,30C,45,4900
B20275789,27.414,30C,45,6300
B20275790,41.395,30C,45,6280
B20275791,43.31,30C,45,4900
B20275792,16.102,30C,45,4600
B20275793,34.24,30C,45,4900
B20275794,124.45,30C,45,4900
B20275795,19.888,30C,45,4815
B20275796,15.936,30C,45,4900
B20275797,47.096,30C,45,4900
B20275798,48.24,30C,45,5400
B20275799,38.944,30C,45,4900
B20275800,42.447,30C,45,5900
B20275801,135.299,30C,45,6400
B20275802,44.527,30C,45,10900
B20275803,33.422,30C,45,4900
B20275804,30.018,30C,45,4900
B20275805,101.43,30C,45,4900
B20275806,22.037,30C,45,7900
B20275807,32.85,30C,45,6400
B20275808,47.305,30C,45,6401
B20275809,47.915,30C,45,4901
B20275810,146.726,30C,45,4900
B20275811,15.374,30C,45,9540
B20275812,48.518,30C,45,4900
B20275813,27.26,30C,45,5150
B20275814,55.254,30C,45,7080
B20275815,58.365,30C,45,8970
B20275816,15.56,30C,45,6400
B20275817,79.6,30C,45,5900
B20275818,62.952,30C,45,4900
B20275819,58.676,30C,45,4700
B20275820,109.572,30C,45,4900
B20275821,38.092,30C,45,5900
B20275822,29.423,30C,45,9540
B20275823,50.606,30C,45,4600
B20275824,44.288,30C,45,4900
B20275825,60.761,30C,45,5900
B20275826,36.227,30C,45,10000
B20275827,46.962,30C,45,4900
B20275828,54.259,30C,45,6280
B20275829,123.841,30C,45,4900
B20275830,35.663,30C,45,5700
B20275831,97.716,30C,45,4900
B20275832,35.404,30C,45,5700
B20275833,21.831,30C,45,4795
B20275834,31.04,30C,45,4900
B20275835,22.364,30C,45,4940
B20275836,33.543,30C,45,4900
B20275837,25.23,30C,45,7200
B20275838,29.293,30C,45,4500
B20275839,26.348,30C,45,7200
B20275840,31.551,30C,45,4900
B20275841,28.331,30C,45,5150
B20275842,17.148,30C,45,4830
B20275843,31.807,30C,45,5200
B20275844,40.664,30C,45,5330
B20275845,59.3,30C,45,6400
B20275846,60.478,30C,45,6350
B20275847,27.903,30C,45,7200
B20275848,31.919,30C,45,4900
B20275849,23.163,30C,45,4900
B20275850,30.333,30C,45,4500
B20275851,119.036,30C,45,6400
B20275852,91.435,30C,45,4930
B20275853,21.681,30C,45,4900
B20275854,93.519,30C,45,5530
B20275855,42.282,30C,45,4900
B20275856,53.708,30C,45,4900
B20275857,46.141,30C,45,4900
B20275858,35.14,30C,45,5000
B20275859,29.337,30C,45,6900
B20275860,29.7,30C,45,4900
B20275861,50.596,30C,45,6400
B20275862,62.182,30C,45,4900
B20275863,21.537,30C,45,5530
B20275864,124.91,30C,45,4900
B20275865,55.852,30C,45,6540
B20275866,38.943,30C,45,8970
B20275867,22.852,30C,45,8200
B20275868,23.275,30C,45,5300
B20275869,54.057,30C,45,6100
B20275870,24.402,30C,45,6300
B20275871,77.554,30C,45,5900
B20275872,30.408,30C,45,6400
B20275873,29.582,30C,45,7000
B20275874,74.83,30C,45,4901
B20275875,49.035,30C,45,4900
B20275876,25.844,30C,45,7900
B20275877,20.426,30C,45,4900
B20275878,24.193,30C,45,8100
B20275879,28.65,30C,45,4675
B20275880,93.613,30C,45,4940
B20275881,22.013,30C,45,10860
B20275882,59,30C,45,6540
B20275883,28.016,30C,45,6400
B20275884,89.261,30C,45,5000
B20275885,46.092,30C,45,4900
B20275886,45.106,30C,45,4900
B20275887,29.385,30C,45,4700
B20275888,21.979,30C,45,10900
B20275889,25.743,30C,45,4900
B20275890,28.964,30C,45,4900
B20275891,25.053,30C,45,5530
B20275892,87.128,30C,45,4900
B20275893,137.461,30C,45,4900
B20275894,70.356,30C,45,4830
B20275895,40.804,30C,45,6400
B20275896,114.72,30C,45,4900
B20275897,81.504,30C,45,4900
B20275898,43.589,30C,45,4815
B20275899,63.261,30C,45,4900
B20275900,81.928,30C,45,5900
B20275901,29.507,30C,45,4500
B20275902,56.199,30C,45,4700
B20275903,23.001,30C,45,8650
B20275904,127.355,30C,45,4900
B20275905,98.3,30C,45,4900
B20275906,15.831,30C,45,4900
B20275907,22.991,30C,45,4901
B20275908,48.703,30C,45,5600
B20275909,29.851,30C,45,6900
B20275910,46.609,30C,45,9520
B20275911,39.85,30C,45,6900
B20275912,34.807,30C,45,4901
B20275913,18.907,30C,45,7080
B20275914,34.416,30C,45,5300
B20275915,21.504,30C,45,5300
B20275916,24.553,30C,45,4900
B20275917,46.267,30C,45,5530
B20275918,62.971,30C,45,4900
B20275919,34.86,30C,45,7000
B20275920,59.925,30C,45,4901
B20275921,128.522,30C,45,6400
B20275922,66.935,30C,45,4900
B20275923,14.97,30C,45,3820
B20275924,43.39,30C,45,4815
B20275925,22.124,30C,45,10620
B20275926,34.357,30C,45,4900
B20275927,36.052,30C,45,4950
B20275928,53.727,30C,45,6300
B20275929,45.617,30C,45,6401
B20275930,74.367,30C,45,4900
B20275931,17.138,30C,45,4900
B20275932,22.282,30C,45,4900
B20275933,27.757,30C,45,5150
B20275934,28.933,30C,45,8650
B20275935,19.588,30C,45,4900
B20275936,42.014,30C,45,4900
B20275937,46.845,30C,45,5600
B20275938,23.247,30C,45,6850
B20275939,70.072,30C,45,4901
B20275940,87.223,30C,45,4900
B20275941,23.193,30C,45,11000
B20275942,57.226,30C,45,6250
B20275943,16.59,30C,45,6400
B20275944,28.232,30C,45,5150
B20275945,69.104,30C,45,4900
B20275946,19.849,30C,45,4900
B20275947,49.788,30C,45,4900
B20275948,68.695,30C,45,4830
B20275949,31.421,30C,45,4900
B20275950,22.383,30C,45,10860
B20275951,96.533,30C,45,4900
B20275952,58.183,30C,45,6350
B20275953,21.556,30C,45,4800
B20275954,47.084,30C,45,4901
B20275955,44.827,30C,45,5900
B20275956,27.638,30C,45,6700
B20275957,17.613,30C,45,4675
B20275958,41.824,30C,45,4900
B20275959,58.07,30C,45,6350
B20275960,82.05,30C,45,4900
B20275961,94.489,30C,45,4900
B20275962,21.59,30C,45,8650
B20275963,28.362,30C,45,5150
B20275964,121.493,30C,45,4900
B20275965,87.382,30C,45,5400
B20275966,56.476,30C,45,6400
B20275967,43.332,30C,45,4900
B20275968,74.851,30C,45,5080
B20275969,22.064,30C,45,4900
B20275970,91.603,30C,45,4900
B20275971,119.578,30C,45,4900
B20275972,41.196,30C,45,4900
B20275973,31.733,30C,45,4930
B20275974,79.139,30C,45,4900
B20275975,57.802,30C,45,6250
B20275976,22.815,30C,45,6000
B20275977,16.513,30C,45,4600
B20275978,23.28,30C,45,7900
B20275979,38.97,30C,45,4700
B20275980,60.313,30C,45,4901
B20275981,40.416,30C,45,7400
B20275982,43.441,30C,45,4900
B20275983,57.981,30C,45,4900
